loan_id,origination_date,sector,loan_type,collateral,initial_rating,credit_score,ead,defaulted,pd_raw,pd_calibrated,lgd_predicted,ecl_predicted,risk_band,pd_covid_stressed,lgd_covid_stressed,ecl_covid_stressed,covid_incremental_ecl
L000360,2023-02-01,Industrials,term_loan,secured,A,733,3836437.31,0,0.08689076273422473,0.03389160882794217,0.4668349917574727,60699.30135370978,Very Low,0.08501280533337024,0.5291107796579195,172567.5221277541,111868.22077404434
L000361,2023-06-01,Technology,mortgage,secured,BBB,673,551172.11,0,0.08853823556612908,0.034322429691955224,0.5552275896231,10503.554568185558,Very Low,0.0840044196490272,0.616950390002868,28565.35413405141,18061.79956586585
L000369,2023-12-01,Retail,mortgage,unsecured,BB,675,50000.0,0,0.11138436545221209,0.04086812018834569,0.7106624441488446,1452.1719090409242,Very Low,0.09754451319955665,0.7923886252259619,3864.658135626619,2412.4862265856946
L000395,2023-05-01,Consumer,mortgage,secured,BB,691,94134.12,1,0.3789428230661079,0.26273559524577134,0.5151663018575455,12741.29082774472,Very High,0.6190838684296499,0.5776419242828151,33663.18941476293,20921.898587018208
L000406,2023-03-01,Industrials,mortgage,unsecured,A,789,198669.58,0,0.17503056680134393,0.06596100001898281,0.6520552257121949,8544.821301200865,Very Low,0.16545480867184595,0.7390393928222017,24292.84367508728,15748.022373886413
L000421,2023-12-01,Financials,bond,unsecured,BB,692,337270.24,1,0.24337233141934736,0.10832580724829864,0.6048263843656574,22097.37490081164,Medium,0.2881889908809408,0.6944750951149671,67501.29175387284,45403.91685306119
L000422,2023-04-01,Utilities,bond,unsecured,BBB,723,2250602.2,0,0.13643157078447699,0.049413594386827575,0.5792505407059292,64418.65203131788,Very Low,0.1269509667974876,0.6712410432418471,191784.38992781492,127365.73789649704
L000434,2023-05-01,Telecom,term_loan,partially_secured,AA,799,1082473.4,0,0.10756885478735467,0.03969728301275588,0.5739856261330227,24664.88150932175,Very Low,0.099576213869847,0.650555308659168,70122.44775592042,45457.566246598675
L000450,2023-11-01,Real_Estate,bond,secured,BBB,689,384128.49,0,0.1726125567218759,0.06478825049559984,0.3478934706421156,8658.029268253831,Very Low,0.18221409486798756,0.4059047068716884,28410.741886553467,19752.712618299636
L000455,2023-11-01,Real_Estate,mortgage,secured,B,671,4268625.95,0,0.39944308248222354,0.2954484193484815,0.3552902333940446,448077.4007456495,Very High,0.8309356387917501,0.4145348798125015,1470335.914023756,1022258.5132781066
L000458,2023-02-01,Technology,lease,partially_secured,AA,729,359177.63,0,0.1335439520829868,0.048347961006332395,0.6564019668021697,11398.752325463807,Very Low,0.1183320190907902,0.7293719854450108,30999.92433508757,19601.172009623762
L000462,2023-09-01,Consumer,lease,unsecured,BBB,774,420406.46,0,0.1458116726721513,0.0530307740660727,0.7141169705537861,15920.866514942212,Very Low,0.12495640997533028,0.8007198831645815,42063.80282699519,26142.936312052978
L000475,2023-08-01,Healthcare,bond,secured,A,804,156291.44,0,0.20629294709443,0.08299796049515286,0.43280754778298913,5614.323575027201,Low,0.18799822422097298,0.4929497632770003,14484.102917027096,8869.779341999896
L000478,2023-09-01,Industrials,mortgage,partially_secured,AA,825,450591.33,0,0.0966876677173332,0.036532350967450854,0.5452689230423627,8975.759318087688,Very Low,0.09163677230352457,0.6180077973762139,25517.99625685192,16542.236938764232
L000480,2023-11-01,Energy,revolving,unsecured,BB,695,6175493.39,1,0.24493607383732435,0.10953063686755501,0.5990573360686651,405205.81110790314,Medium,0.30138541028320365,0.6878509456592872,1280230.6625470184,875024.8514391152
L000485,2023-09-01,Healthcare,mortgage,unsecured,BB,721,1635920.29,0,0.12162790733807159,0.04417714541467583,0.6292325958354251,45474.82125863445,Very Low,0.1000654093132299,0.7166697086317227,117318.13858631795,71843.3173276835
L000495,2023-09-01,Telecom,bond,unsecured,BBB,731,3754500.06,0,0.1025854379938395,0.03821641979970159,0.6286288566099184,90197.90024974897,Very Low,0.09586163340428466,0.7124879460816815,256433.32385628275,166235.4236065338
L000498,2023-11-01,Telecom,lease,partially_secured,CCC,658,1374097.45,1,0.48955346281250856,0.46163287257644053,0.5816909917232708,368983.2050982387,Very High,1.0,0.6592885700191551,905926.7428774674,536943.5377792288
L000502,2023-10-01,Energy,bond,unsecured,CCC,659,729426.66,1,0.5301343811940294,0.5419910256442906,0.6244938380007083,246889.0822878035,Very High,1.0,0.7170577024332578,523041.0049131652,276151.9226253617
L000514,2023-04-01,Real_Estate,mortgage,unsecured,BB,646,7323950.05,0,0.18264784576357715,0.06978552614171964,0.5645681544503796,288554.0061110869,Low,0.19626871205085777,0.6587098942049803,946870.6022989063,658316.5961878194
L000521,2023-07-01,Financials,term_loan,secured,BB,692,1271321.81,0,0.20685477536862448,0.08333802420472969,0.4160237482816816,44077.486391222534,Low,0.2217117204815446,0.47768771274921085,134644.37662964163,90566.89023841909
L000525,2023-05-01,Utilities,bond,secured,B,655,2085938.78,0,0.20472453854143743,0.08205530344136701,0.4108173407130031,70316.45716538564,Low,0.21081243394671295,0.47605904696433005,209343.07710742898,139026.61994204333
L000539,2023-03-01,Telecom,term_loan,secured,B,680,1611099.52,0,0.33174703669014,0.19679637426997498,0.45963674987836606,145731.75874236648,High,0.4936417902157346,0.52095229231214,414316.51049804705,268584.75175568054
L000547,2023-07-01,Healthcare,term_loan,secured,BB,711,4908503.7,0,0.14354766834349592,0.05213547918920842,0.43617441877097657,111620.17094865529,Very Low,0.1180917874126929,0.49678448904602684,287963.10401981923,176342.93307116395
L000556,2023-01-01,Consumer,term_loan,unsecured,BB,708,2301152.24,0,0.2350343219228286,0.10209646515832926,0.6923808338086238,162667.61347885584,Medium,0.2405698951605178,0.7763477458359604,429776.7595306852,267109.14605182933
L000567,2023-02-01,Consumer,revolving,secured,BBB,727,2563868.19,0,0.13449813086895693,0.048697651259177924,0.5407026577612564,67509.08373957645,Very Low,0.11474627294702316,0.606275143711576,178362.7031096277,110853.61937005125
L000588,2023-12-01,Technology,bond,secured,AA,666,1421274.73,0,0.14806244528368437,0.05393520873936902,0.5954275342030062,45643.53917912226,Very Low,0.1320068523546805,0.661619228421907,124131.67867307107,78488.13949394881
L000598,2023-12-01,Utilities,bond,unsecured,B,648,1977143.28,0,0.21254172053998743,0.08685212466594047,0.6045927787676644,103820.12459404317,Low,0.22313619018365335,0.700607870062434,309088.7286467636,205268.60405272042
L000606,2023-03-01,Healthcare,revolving,unsecured,B,711,5695829.23,0,0.39069239247715937,0.2811973144046632,0.658904434974205,1055335.5288508872,Very High,0.6369384916014972,0.7504646970841623,2722605.52987408,1667270.0010231927
L000621,2023-09-01,Retail,mortgage,partially_secured,BB,759,287697.2,0,0.16689052654956038,0.06208993304911382,0.6196240390426083,11068.406101443574,Very Low,0.14819698743070658,0.6908808035325084,29456.296063882713,18387.88996243914
L000628,2023-08-01,Retail,bond,unsecured,B,626,210209.11,1,0.5528503328864978,0.5862974363651694,0.7484970612188568,92248.56693649746,Very High,1.0,0.8345742232590255,175435.10470022104,83186.53776372358
L000629,2023-08-01,Real_Estate,lease,secured,A,761,4039457.72,0,0.0818803856236761,0.03261321054412327,0.33463416731869366,44084.59982842185,Very Low,0.0917232151598248,0.3904344147190858,144660.65522436085,100576.055395939
L000633,2023-10-01,Industrials,mortgage,secured,BBB,737,197821.75,0,0.23331676831972237,0.10085336653481439,0.43885097258884137,8755.511129204924,Medium,0.25297788782958164,0.49739369233219277,24891.83280256199,16136.321673357064
L000636,2023-01-01,Healthcare,term_loan,partially_secured,BB,677,10538521.03,0,0.1844579670658305,0.07072406630855597,0.5669445682995593,422559.1283416176,Low,0.16019669394733335,0.6457262406028522,1090138.4328208403,667579.3044792227
L000641,2023-01-01,Consumer,term_loan,secured,CCC,613,93219.26,0,0.6225699169971951,0.7113837857109798,0.5252217644361901,34829.90802740887,Very High,1.0,0.5889168402323607,54898.39204799889,20068.48402059002
L000642,2023-03-01,Technology,bond,secured,BBB,708,2952275.99,0,0.10404338947441054,0.038644085142643635,0.5215387021816417,59501.30991727923,Very Low,0.09458170573618399,0.5795164212408341,161819.12305908435,102317.81314180512
L000645,2023-11-01,Energy,revolving,unsecured,BB,669,2065405.19,0,0.15415450437589204,0.05645667336340111,0.6089197152580526,71003.63518542936,Very Low,0.1553466514161544,0.6991751486085239,224332.9893718696,153329.35418644024
L000673,2023-07-01,Telecom,term_loan,unsecured,BB,675,584396.65,0,0.11854356305716675,0.04315477617430156,0.6727384856196962,16966.132696836263,Very Low,0.10824895044975293,0.7624817996013636,48234.845693634525,31268.712996798262
L000674,2023-12-01,Healthcare,mortgage,secured,AA,747,301142.87,0,0.15532193321043325,0.05695235687251003,0.4329603268434262,7425.614329178789,Very Low,0.12900247058307301,0.493123772261044,19156.95822100094,11731.34389182215
L000680,2023-02-01,Telecom,bond,unsecured,BBB,741,1825042.85,0,0.07810998053704057,0.031682042799493104,0.6614819983447872,38247.60730512025,Very Low,0.07947087634743795,0.7497236969239818,108738.24161809267,70490.63431297243
L000692,2023-08-01,Real_Estate,revolving,secured,CCC,620,978462.49,1,0.5851925208750812,0.6468935885163831,0.36482304415123623,230918.79948474353,Very High,1.0,0.4256572867634549,416489.6886932141,185570.88920847056
L000695,2023-05-01,Energy,term_loan,secured,BBB,721,900134.58,0,0.10670644872785731,0.03943713294139254,0.39866053376178073,14151.941492196152,Very Low,0.10851554260847746,0.45775088398824915,44712.46200379962,30560.52051160347
L000699,2023-06-01,Technology,term_loan,unsecured,A,717,250932.16,0,0.054523220868455,0.026415279731799742,0.7912655529247328,5244.858773761054,Very Low,0.06465160723329141,0.8792279068915322,14263.861560672798,9019.002786911744
L000700,2023-08-01,Technology,mortgage,partially_secured,BB,721,10545287.0,0,0.13675077882258022,0.049532751240930574,0.6495048945234014,339260.48858007515,Very Low,0.1212318026130093,0.7217081886312529,922649.1791012085,583388.6905211334
L000709,2023-11-01,Consumer,term_loan,unsecured,CCC,640,15011544.39,1,0.5804673254523997,0.6382793324355447,0.714742465709602,6848346.770556693,Very High,1.0,0.8014212338238391,12030570.426635131,5182223.656078438
L000723,2023-01-01,Technology,bond,secured,BBB,732,614048.38,0,0.15840825198380346,0.058282551419083485,0.5375201116519663,19236.934388081158,Very Low,0.14264700813917783,0.5972744307306099,52316.56004467975,33079.62565659859
L000727,2023-10-01,Consumer,revolving,unsecured,B,713,482676.33,0,0.162089719459743,0.059907361851247044,0.7052091936839514,20391.734235071854,Very Low,0.14115971339015498,0.7907318358998051,53876.08063666146,33484.34640158961
L000759,2023-03-01,Real_Estate,term_loan,unsecured,BB,716,799732.9,0,0.2570837146773445,0.11929572685366531,0.5246091178980905,50050.18474045672,Medium,0.3355139662512668,0.6120876883075971,164236.32168226867,114186.13694181194
L000768,2023-05-01,Retail,bond,secured,B,645,201530.63,0,0.1610029762716739,0.059423367063551114,0.5493956586053548,6579.358362480784,Very Low,0.14183239616060495,0.6125761593449707,17509.61484963405,10930.256487153267
L000782,2023-04-01,Utilities,term_loan,secured,BBB,741,784638.98,0,0.1369926555669504,0.049623222501574,0.37199364205230684,14484.061508864532,Very Low,0.12748953299906082,0.4310697752068042,43121.31366555236,28637.25215668783
L000785,2023-05-01,Energy,term_loan,partially_secured,BB,624,5750933.54,0,0.10339990650405717,0.03845476694327758,0.5270143946419156,116549.65972284229,Very Low,0.10581245616748328,0.6051296393588396,368233.7320845342,251684.0723616919
L000809,2023-01-01,Real_Estate,revolving,secured,B,643,2466138.41,0,0.35631631097895955,0.22945206498909404,0.38017486576225346,215125.95891143143,Very High,0.6453238051306533,0.4435690246281092,705921.3941607111,490795.43524927966
L000811,2023-12-01,Telecom,term_loan,partially_secured,CCC,658,316365.5,1,0.556770295771674,0.5938240537632976,0.5835695319421907,109632.54903694711,Very High,1.0,0.661417707503279,209249.7437431286,99617.1947061815
L000816,2023-04-01,Telecom,bond,unsecured,BBB,731,2352156.96,0,0.14292891094654733,0.05189328922890566,0.6450818673252416,78739.44194770868,Very Low,0.13016853735322198,0.7311357884264289,223856.83881034638,145117.39686263772
L000819,2023-09-01,Industrials,term_loan,unsecured,CCC,679,1592165.95,1,0.6229162864414769,0.7119479725070389,0.6527742716061292,739945.3039481076,Very High,1.0,0.7398543594383868,1177970.9190568607,438025.6151087531
L000821,2023-03-01,Telecom,bond,unsecured,BB,736,20655978.02,0,0.1832656758563672,0.07010456618524583,0.6518569278849973,943939.9229658333,Low,0.1758494976462688,0.7388146420648559,2683628.4580521127,1739688.5350862793
L000822,2023-11-01,Utilities,revolving,unsecured,B,625,1845176.43,0,0.306917971413691,0.1674885617471681,0.5757021166318985,177918.40549653233,High,0.43030334273743565,0.6671290956303454,529690.8857778218,351772.48028128943
L000858,2023-01-01,Telecom,term_loan,partially_secured,A,779,4601921.46,0,0.07056356738216751,0.029894975782048784,0.5890286247459485,81035.21875224325,Very Low,0.07498821773647948,0.667605043287058,230383.74991569208,149348.53116344882
L000872,2023-12-01,Retail,mortgage,unsecured,BB,762,344077.28,0,0.11831295741895595,0.04307925154704665,0.7405646308068354,10977.087147499393,Very Low,0.10282206770930057,0.8257295633496217,29213.269369797734,18236.18222229834
L000875,2023-04-01,Consumer,mortgage,secured,BBB,696,1012033.32,0,0.10421555304614108,0.038694888639693524,0.5092271181815154,19941.597023404465,Very Low,0.09117676394440329,0.5709824796046192,52686.79342676621,32745.196403361748
L000878,2023-12-01,Retail,bond,secured,AA,790,1213052.7,0,0.060646303438619494,0.027694474141165597,0.5020215952132261,16865.343517366862,Very Low,0.06610149882029748,0.5597540786627472,44883.65780162787,28018.31428426101
L000884,2023-01-01,Consumer,revolving,unsecured,A,787,1032558.01,0,0.07050031312102517,0.029880417319824853,0.7285284991463254,22477.48229470512,Very Low,0.07040722566481866,0.8168791371337071,59386.741444278945,36909.25914957382
L000901,2023-10-01,Real_Estate,term_loan,unsecured,AA,791,179626.47,0,0.1497778517026136,0.05463426277629663,0.5334553526386883,5235.202675380503,Very Low,0.1536564525884024,0.6224090326911895,17178.966174138037,11943.763498757533
L000928,2023-11-01,Industrials,mortgage,secured,A,800,503386.96,0,0.06444256083269388,0.028517578853322345,0.43354952115777784,6223.766965524583,Very Low,0.07153273224485433,0.4913850272802254,17694.108821493173,11470.34185596859
L000931,2023-04-01,Telecom,term_loan,secured,BB,773,6924346.43,0,0.14463975031359314,0.052565542949531883,0.43584340073348965,158639.16561446252,Very Low,0.1318548109513009,0.49398491039133713,451012.3674682455,292373.201853783
L000933,2023-06-01,Real_Estate,revolving,secured,A,769,777388.86,0,0.095656883528531,0.03624543975832276,0.3633157900156032,10237.076749550497,Very Low,0.10193869950390926,0.423898698000705,33592.280205235984,23355.203455685485
L000941,2023-06-01,Industrials,lease,secured,AA,845,1199847.07,0,0.1188882220721373,0.0432678896527482,0.42793595595455897,22216.23123041894,Very Low,0.10853201743560216,0.4850226124788971,63160.52885205592,40944.29762163698
L000944,2023-01-01,Technology,lease,unsecured,BB,696,1261419.72,0,0.1327272175645136,0.04805053620670657,0.7637806241645911,46294.19017590714,Very Low,0.11760406952818533,0.8486875702175548,125901.18213213146,79606.99195622432
L000952,2023-08-01,Utilities,term_loan,secured,BB,699,1307630.41,1,0.15418598674229883,0.05646998722100467,0.3916057021617111,28916.89834594015,Very Low,0.14507990284267536,0.4537964172431067,86090.12348138876,57173.22513544861
L000957,2023-04-01,Real_Estate,mortgage,unsecured,A,716,13316850.42,0,0.3014853884809023,0.1615614454330105,0.5738566413797405,1234646.5972370924,High,0.454384434213718,0.6695472363298122,4051409.935033521,2816763.3377964287
L000959,2023-11-01,Industrials,term_loan,secured,BB,772,1186525.48,0,0.15473033499937935,0.05670065873387955,0.4237997685605004,28511.882234138277,Very Low,0.14222641621081875,0.4803346576864711,81059.00329350111,52547.121059362835
L000960,2023-03-01,Energy,term_loan,secured,A,742,2438691.89,0,0.2856877395497599,0.14528663931902525,0.39702968736844774,140671.33007815602,High,0.3997719236562099,0.45587830991839323,444445.1317589101,303773.80168075406
L000979,2023-07-01,Healthcare,revolving,partially_secured,BBB,701,64438.99,0,0.07256295513126382,0.030358709350695894,0.5567814262962936,1089.2229121585674,Very Low,0.06876534572081192,0.6341508453253827,2810.029836802241,1720.8069246436735
L000984,2023-02-01,Financials,mortgage,secured,CCC,566,899277.26,0,0.6333101031372166,0.7285681097857859,0.39076578437760207,256023.7762950521,Very High,1.0,0.44868595730646,403493.07828703034,147469.30199197822
L000998,2023-10-01,Technology,mortgage,secured,CCC,644,3657248.58,1,0.4224153891875372,0.33476467371917484,0.543238552517083,665096.5358351048,Very High,0.8193392014250854,0.603628571605232,1808789.39183181,1143692.8559967051
L000999,2023-11-01,Real_Estate,lease,secured,B,699,1244071.48,0,0.30038100642956883,0.1603774495791877,0.36463754645666724,72752.85193823418,High,0.4510544981345454,0.4254408573283165,238733.60020930972,165980.74827107554
L001003,2023-05-01,Financials,mortgage,unsecured,BB,683,1576665.88,0,0.19943138539553182,0.07894555153185166,0.5961163722132735,74199.05639445469,Low,0.21002602619295016,0.6844740656057743,226657.33717357466,152458.28077912
L001018,2023-06-01,Retail,mortgage,secured,BBB,712,1194315.07,0,0.18675936529587925,0.0719341684882634,0.5415081407782414,46522.08067891503,Low,0.17169332514597793,0.6037815769677393,123808.99014965048,77286.90947073544
L001036,2023-08-01,Consumer,term_loan,secured,B,769,1979981.03,1,0.2947432217489144,0.1544423971638863,0.548257500791268,167653.3150472388,High,0.36391261182683615,0.6147461831599544,442949.2566136722,275295.9415664334
L001049,2023-10-01,Real_Estate,revolving,secured,BBB,735,4355716.21,0,0.1197564778453017,0.043554098171842213,0.33651829756991336,63840.6477815247,Very Low,0.12249397869931206,0.3926327236896964,209488.80048739698,145648.1527058723
L001062,2023-08-01,Technology,term_loan,secured,AA,776,3530901.98,0,0.07993646792613572,0.03212986988510788,0.5691370795318381,64567.13397903889,Very Low,0.07863811208359384,0.6324061515397941,175596.08374087772,111028.94976183883
L001078,2023-02-01,Real_Estate,revolving,unsecured,B,688,645052.69,0,0.43277535622059277,0.3533204197663226,0.5464263571071669,124536.18798314389,Very High,0.9936980855883788,0.637542952154787,408657.1415619605,284120.9535788166
L001080,2023-11-01,Healthcare,lease,secured,B,675,827252.93,0,0.16635181515126907,0.061841369954562894,0.4358886130688414,22299.387774446517,Very Low,0.14007654724876073,0.4964589682598658,57529.036792328865,35229.649017882344
L001082,2023-11-01,Retail,revolving,secured,A,726,153695.04,0,0.08423637384231612,0.03320843144459057,0.538348698670974,2747.716253150775,Very Low,0.07926227740485074,0.6002587990181362,7312.484084026843,4564.767830876068
L001084,2023-07-01,Utilities,term_loan,secured,B,671,7203217.15,0,0.3002722978979995,0.1602612846567828,0.3771221519865633,435348.61833010043,High,0.41173537929897075,0.4370127413615723,1296100.8425287185,860752.2241986181
L001089,2023-06-01,Utilities,term_loan,unsecured,B,721,432701.17,0,0.24452188251681628,0.10921037201969261,0.5744701045192102,27146.84660326326,Medium,0.28057789529897376,0.6657014282607134,80820.4029438507,53673.55634058744
L001126,2023-06-01,Healthcare,bond,unsecured,A,788,150218.43,0,0.08642444728864676,0.033770615911099845,0.6461666569277038,3277.983356296385,Very Low,0.07649363652141888,0.7359568986299493,8456.699664423726,5178.716308127341
